P-ab,P-ac,P-bc,τ_ab,τ_abc,τ_max,ρ_a,ρ_b,ρ_c,ρ_ab,ρ_abc,θ,N,L
0.361,0.2963,0.3427,1,1.07,999999,3,0,0,0,0,0.01,10000,50
0.3649,0.2927,0.3424,1,1.07,999999,4,0,0,0,0,0.1,10000,50
0.3647,0.2866,0.3487,1,1.07,999999,4,0,0,0,0,0.01,10000,50
0.3671,0.2909,0.342,1,1.07,999999,5,0,0,0,0,0.1,10000,50
0.3536,0.285,0.3614,1,1.07,999999,5,0,0,0,0,0.01,10000,50
0.3578,0.2945,0.3477,1,1.07,999999,6,0,0,0,0,0.1,10000,50
0.3598,0.2839,0.3563,1,1.07,999999,6,0,0,0,0,0.01,10000,50
0.3602,0.2785,0.3613,1,1.07,999999,7,0,0,0,0,0.1,10000,50
0.3665,0.2856,0.3479,1,1.07,999999,7,0,0,0,0,0.01,10000,50
0.3603,0.2802,0.3595,1,1.07,999999,8,0,0,0,0,0.1,10000,50
0.3595,0.2772,0.3633,1,1.07,999999,8,0,0,0,0,0.01,10000,50
0.3634,0.2852,0.3514,1,1.07,999999,9,0,0,0,0,0.1,10000,50
0.3537,0.2795,0.3668,1,1.07,999999,9,0,0,0,0,0.01,10000,50
0.368,0.2823,0.3497,1,1.07,999999,10,0,0,0,0,0.1,10000,50
0.3537,0.2811,0.3652,1,1.07,999999,10,0,0,0,0,0.01,10000,50
0.3573,0.2847,0.358,1,1.07,999999,11,0,0,0,0,0.1,10000,50
0.3521,0.2761,0.3718,1,1.07,999999,11,0,0,0,0,0.01,10000,50
0.3534,0.2767,0.3699,1,1.07,999999,12,0,0,0,0,0.1,10000,50
0.3447,0.2731,0.3822,1,1.07,999999,12,0,0,0,0,0.01,10000,50
0.356,0.275,0.369,1,1.07,999999,13,0,0,0,0,0.1,10000,50
0.3442,0.277,0.3788,1,1.07,999999,13,0,0,0,0,0.01,10000,50
0.3534,0.2719,0.3747,1,1.07,999999,14,0,0,0,0,0.1,10000,50
0.3522,0.2721,0.3757,1,1.07,999999,14,0,0,0,0,0.01,10000,50
0.3508,0.2738,0.3754,1,1.07,999999,15,0,0,0,0,0.1,10000,50
0.3522,0.2656,0.3822,1,1.07,999999,15,0,0,0,0,0.01,10000,50
0.3491,0.2686,0.3823,1,1.07,999999,16,0,0,0,0,0.1,10000,50
0.3548,0.2727,0.3725,1,1.07,999999,16,0,0,0,0,0.01,10000,50
0.3596,0.2648,0.3756,1,1.07,999999,17,0,0,0,0,0.1,10000,50
0.3423,0.2777,0.38,1,1.07,999999,17,0,0,0,0,0.01,10000,50
0.358,0.2666,0.3754,1,1.07,999999,18,0,0,0,0,0.1,10000,50
0.3412,0.2647,0.3941,1,1.07,999999,18,0,0,0,0,0.01,10000,50
0.3533,0.2671,0.3796,1,1.07,999999,19,0,0,0,0,0.1,10000,50
0.3395,0.2743,0.3862,1,1.07,999999,19,0,0,0,0,0.01,10000,50
0.3536,0.2669,0.3795,1,1.07,999999,20,0,0,0,0,0.1,10000,50
0.3518,0.2625,0.3857,1,1.07,999999,20,0,0,0,0,0.01,10000,50
0.3851,0.306,0.3089,1,1.08,999999,0,0,0,0,0,0.1,10000,50
0.386,0.3008,0.3132,1,1.08,999999,0,0,0,0,0,0.01,10000,50
0.3821,0.3073,0.3106,1,1.08,999999,1,0,0,0,0,0.1,10000,50
0.3834,0.3012,0.3154,1,1.08,999999,1,0,0,0,0,0.01,10000,50
0.3854,0.2916,0.323,1,1.08,999999,2,0,0,0,0,0.1,10000,50
0.3771,0.2882,0.3347,1,1.08,999999,2,0,0,0,0,0.01,10000,50
0.3726,0.2948,0.3326,1,1.08,999999,3,0,0,0,0,0.1,10000,50
0.3702,0.2973,0.3325,1,1.08,999999,3,0,0,0,0,0.01,10000,50
0.3707,0.2981,0.3312,1,1.08,999999,4,0,0,0,0,0.1,10000,50
0.3601,0.2951,0.3448,1,1.08,999999,4,0,0,0,0,0.01,10000,50
0.3685,0.2923,0.3392,1,1.08,999999,5,0,0,0,0,0.1,10000,50
0.3752,0.2799,0.3449,1,1.08,999999,5,0,0,0,0,0.01,10000,50
0.3739,0.2841,0.342,1,1.08,999999,6,0,0,0,0,0.1,10000,50
0.3661,0.2766,0.3573,1,1.08,999999,6,0,0,0,0,0.01,10000,50
